product_id,product_name,category,subcategory,supplier_id,unit_cost,list_price,margin_rate,demand_score,lifecycle_stage,is_active,lead_time_days,avg_predicted_demand,std_predicted_demand,safety_stock,reorder_point,optimal_inventory_target
PRD-00049,Product 0049,Security,Threat Detection,SUP-00137,12685.19,18583.64,0.465,67.54,Mature,1,36,32.69750978321454,14.30962078263553,25.86,65.1,97.8
PRD-00050,Product 0050,Finance,Budgeting,SUP-00124,17215.21,25744.09,0.495,36.17,Growth,1,12,18.71757111382791,8.042742741061415,8.39,15.88,34.6
PRD-00051,Product 0051,Operations,Inventory Control,SUP-00014,16223.93,19658.82,0.212,62.93,Decline,1,12,33.33665782008663,14.740371375111591,15.38,28.71,62.05
PRD-00052,Product 0052,Finance,Planning,SUP-00060,15086.21,20362.14,0.35,43.04,Growth,1,44,19.58734850700244,9.400100052897457,18.78,47.51,67.1
PRD-00053,Product 0053,Security,Compliance,SUP-00145,12814.87,16804.94,0.311,72.77,Mature,1,23,34.36490378116538,16.36389182992685,23.64,49.99,84.35
PRD-00054,Product 0054,Analytics,Forecasting,SUP-00118,5118.59,7728.1,0.51,35.34,Mature,1,13,19.634136116189747,9.802899001079151,10.65,19.16,38.79
PRD-00055,Product 0055,Analytics,Data Modeling,SUP-00026,2706.75,3632.52,0.342,61.47,Intro,1,22,31.704910574928295,15.761864732531476,22.27,45.52,77.22
PRD-00056,Product 0056,Finance,Expense Control,SUP-00065,12531.06,15933.23,0.271,62.98,Mature,1,37,29.701113524451536,16.126630488722434,29.55,66.18,95.88
PRD-00057,Product 0057,Finance,Expense Control,SUP-00074,10635.44,15034.88,0.414,42.5,Growth,1,32,22.534209256445127,10.819011787594755,18.44,42.48,65.01
PRD-00058,Product 0058,Operations,Maintenance,SUP-00035,10239.03,15503.64,0.514,60.62,Growth,1,22,31.480676887440957,16.78403912155546,23.72,46.81,78.29
PRD-00059,Product 0059,Automation,Scheduling,SUP-00143,12760.59,17260.97,0.353,75.05,Mature,1,19,32.34415316768149,16.343242872072853,21.46,41.94,74.28
PRD-00060,Product 0060,Analytics,Forecasting,SUP-00119,11343.66,17860.17,0.574,52.54,Mature,1,39,27.494831595308437,12.219276506153745,22.99,58.73,86.22
PRD-00061,Product 0061,Operations,Inventory Control,SUP-00013,4207.88,6170.24,0.466,66.92,Growth,1,29,30.840670164319455,14.865348191343825,24.12,53.93,84.77
PRD-00062,Product 0062,Automation,Integration,SUP-00037,16447.56,20248.9,0.231,70.63,Mature,1,34,30.913632239381883,14.348031428937386,25.2,60.24,91.15
PRD-00063,Product 0063,Finance,Expense Control,SUP-00094,15862.04,25531.05,0.61,43.85,Growth,1,31,27.38326925095627,14.778561266833144,24.79,53.09,80.47
PRD-00064,Product 0064,Operations,Logistics,SUP-00116,2333.78,3496.81,0.498,62.7,Decline,1,40,32.274741168249605,15.827448602503411,30.16,73.19,105.46
PRD-00065,Product 0065,Security,Compliance,SUP-00121,10754.32,13806.88,0.284,58.42,Mature,1,25,29.8597214291837,15.591063273182938,23.48,48.36,78.22
PRD-00066,Product 0066,Finance,Planning,SUP-00151,16382.78,21563.86,0.316,61.75,Growth,1,26,28.871002758455397,13.04034201671248,20.03,45.05,73.92
PRD-00067,Product 0067,Security,Compliance,SUP-00093,12039.34,16706.5,0.388,34.73,Mature,1,16,20.25839446380121,9.671678557413173,11.65,22.45,42.71
PRD-00068,Product 0068,Operations,Logistics,SUP-00031,9455.0,11247.01,0.19,38.07,Growth,0,15,21.822973016449065,11.025336347080229,12.86,23.77,45.59
PRD-00069,Product 0069,Automation,RPA,SUP-00007,16442.62,25876.86,0.574,82.74,Mature,1,40,34.204753736201994,17.802328147384333,33.92,79.53,113.73
PRD-00070,Product 0070,Finance,Planning,SUP-00011,13896.04,16889.02,0.215,74.86,Growth,1,15,32.119585399124844,16.573899752159573,19.34,35.4,67.52
PRD-00071,Product 0071,Analytics,Reporting,SUP-00088,11857.98,14885.72,0.255,65.74,Growth,1,37,30.598509596011702,15.084480664557065,27.64,65.38,95.98
PRD-00072,Product 0072,Automation,Integration,SUP-00102,7825.19,11079.35,0.416,77.33,Growth,1,22,35.03549549878953,18.204803446921897,25.72,51.41,86.45
PRD-00073,Product 0073,Analytics,Reporting,SUP-00024,13986.98,21409.27,0.531,39.46,Intro,1,39,24.55097420167147,13.826079317436134,26.01,57.93,82.48
PRD-00074,Product 0074,Finance,Expense Control,SUP-00064,15685.2,24985.13,0.593,58.14,Growth,1,8,30.072350752721224,13.220663053273976,11.26,19.28,49.35
PRD-00075,Product 0075,Operations,Procurement,SUP-00065,3020.84,3718.01,0.231,56.54,Mature,1,37,27.006736438931235,13.427798794339651,24.61,57.92,84.93
PRD-00076,Product 0076,Automation,RPA,SUP-00055,12566.21,14913.81,0.187,48.91,Mature,1,40,26.09539340470053,11.491111214603029,21.89,56.68,82.78
PRD-00077,Product 0077,Finance,Expense Control,SUP-00036,12587.54,18725.5,0.488,42.73,Growth,1,44,21.896072038286757,9.810858604895577,19.6,51.71,73.61
PRD-00078,Product 0078,Operations,Inventory Control,SUP-00049,2704.54,3513.14,0.299,84.37,Growth,1,32,35.58743853379743,18.957752137887248,32.31,70.27,105.86
PRD-00079,Product 0079,Operations,Procurement,SUP-00122,15273.41,18911.24,0.238,51.3,Growth,1,19,28.4602938716316,17.01225157357242,22.34,40.36,68.82
PRD-00080,Product 0080,Security,Threat Detection,SUP-00110,15589.58,18425.04,0.182,69.66,Mature,0,9,33.13200101729441,15.951728128218164,14.42,24.36,57.49
PRD-00081,Product 0081,Automation,Scheduling,SUP-00130,2498.88,4008.62,0.604,67.65,Mature,1,28,34.12904061463981,14.223847506009731,22.67,54.52,88.65
PRD-00082,Product 0082,Finance,Expense Control,SUP-00143,13195.23,19830.85,0.503,79.77,Mature,1,19,35.59529516742866,14.977064385400636,19.67,42.21,77.81
PRD-00083,Product 0083,Analytics,Forecasting,SUP-00034,4295.88,5718.05,0.331,74.48,Intro,1,29,32.421294527943836,16.720493441078023,27.13,58.47,90.89
PRD-00084,Product 0084,Automation,RPA,SUP-00060,4218.56,6087.6,0.443,56.77,Mature,1,44,28.689129437622228,15.284856744594865,30.54,72.62,101.31
PRD-00085,Product 0085,Automation,RPA,SUP-00103,2339.06,3676.36,0.572,40.49,Growth,1,14,24.419417969675074,14.49267002097417,16.34,27.74,52.16
PRD-00086,Product 0086,Operations,Procurement,SUP-00089,12393.14,19596.18,0.581,77.17,Decline,0,25,37.51063518704002,19.02123176741163,28.65,59.91,97.42
PRD-00087,Product 0087,Finance,Revenue Ops,SUP-00130,16343.5,23130.9,0.415,82.77,Mature,1,28,37.39503293966719,18.90015565557462,30.13,65.03,102.43
PRD-00088,Product 0088,Finance,Expense Control,SUP-00150,10369.97,16519.47,0.593,99.0,Growth,1,15,39.770809712328195,18.884606820075486,22.03,41.92,81.69
PRD-00089,Product 0089,Automation,RPA,SUP-00070,4707.0,7123.68,0.513,78.63,Mature,0,37,37.202886406517166,17.374714787742203,31.84,77.72,114.92
PRD-00090,Product 0090,Security,Compliance,SUP-00103,3467.12,4925.69,0.421,51.14,Decline,1,14,27.270069993651408,12.737648261342857,14.36,27.09,54.36
PRD-00091,Product 0091,Security,IAM,SUP-00147,3075.33,4144.77,0.348,53.35,Growth,1,18,27.198696638226046,12.800440069019903,16.36,32.68,59.88
PRD-00092,Product 0092,Finance,Planning,SUP-00086,3748.6,5968.32,0.592,26.7,Growth,1,23,14.65569829167812,5.568252440846162,8.04,19.28,33.94
PRD-00093,Product 0093,Finance,Revenue Ops,SUP-00035,9994.11,12649.23,0.266,48.2,Growth,1,22,26.726936974472856,12.296941523703325,17.38,36.98,63.71
PRD-00094,Product 0094,Automation,RPA,SUP-00129,17909.87,25422.42,0.419,40.43,Growth,1,40,21.872390173098204,10.08622846074515,19.22,48.38,70.25
PRD-00095,Product 0095,Finance,Planning,SUP-00021,16829.89,20842.87,0.238,72.0,Growth,1,23,35.65615740911231,15.356803310992875,22.19,49.53,85.19
PRD-00096,Product 0096,Finance,Planning,SUP-00111,1758.49,2178.35,0.239,78.28,Growth,1,22,34.56587064022272,17.034440681894278,24.07,49.42,83.99
PRD-00097,Product 0097,Automation,Workflow,SUP-00025,3691.34,4453.11,0.206,99.0,Growth,1,11,36.78755259856851,19.846647959621844,19.83,33.32,70.11
PRD-00098,Product 0098,Operations,Procurement,SUP-00043,12289.0,16177.69,0.316,99.0,Mature,1,26,35.992841324450936,16.677395136944597,25.62,56.81,92.8
PRD-00099,Product 0099,Finance,Budgeting,SUP-00147,12437.65,19049.33,0.532,66.23,Decline,1,18,35.487540660220695,16.040288437409913,20.5,41.79,77.28
PRD-00100,Product 0100,Automation,Integration,SUP-00035,3843.35,4846.55,0.261,52.09,Growth,0,22,26.16821756946873,14.030862242397898,19.83,39.02,65.19
PRD-00101,Product 0101,Automation,Integration,SUP-00100,17218.21,26624.15,0.546,55.35,Mature,1,35,31.36131417090433,15.354687352456443,27.37,63.96,95.32
PRD-00102,Product 0102,Finance,Planning,SUP-00080,10596.17,17136.33,0.617,50.23,Growth,0,18,23.941431047017875,12.137857492990209,15.51,29.87,53.81
PRD-00103,Product 0103,Finance,Budgeting,SUP-00019,9555.9,13485.15,0.411,99.0,Intro,1,8,39.98989546080423,15.962217254860924,13.6,24.26,64.25
PRD-00104,Product 0104,Finance,Revenue Ops,SUP-00098,14824.16,22630.07,0.527,14.91,Mature,1,11,12.586811334658847,6.208667848981894,6.2,10.82,23.41
PRD-00105,Product 0105,Automation,Integration,SUP-00063,6801.62,10025.05,0.474,89.54,Growth,1,16,34.12095530059289,17.694899053784383,21.32,39.52,73.64
PRD-00106,Product 0106,Automation,RPA,SUP-00154,12882.12,17805.79,0.382,46.13,Growth,1,9,30.35492906682112,13.408404902506746,12.12,21.23,51.58
PRD-00107,Product 0107,Analytics,Forecasting,SUP-00050,16536.27,21585.43,0.305,55.35,Growth,1,11,25.61034561676418,13.267095539052598,13.26,22.65,48.26
PRD-00108,Product 0108,Operations,Maintenance,SUP-00096,17089.83,25214.76,0.475,18.14,Mature,1,33,12.243851545339087,4.65892068158554,8.06,21.53,33.77
PRD-00109,Product 0109,Finance,Revenue Ops,SUP-00141,788.06,1009.89,0.281,79.93,Growth,1,28,33.38248771520004,15.160397787594407,24.17,55.33,88.71
PRD-00110,Product 0110,Finance,Expense Control,SUP-00076,1380.3,1852.61,0.342,75.48,Growth,1,9,31.56940212809429,11.951441756832951,10.8,20.27,51.84
PRD-00111,Product 0111,Security,Risk Scoring,SUP-00057,12771.24,15938.92,0.248,43.41,Intro,1,31,22.573402767131903,13.83468741215349,23.2,46.53,69.1
PRD-00112,Product 0112,Analytics,Reporting,SUP-00063,154.65,221.8,0.434,80.83,Mature,1,16,36.60833152427402,16.61250578166549,20.02,39.54,76.15
PRD-00113,Product 0113,Finance,Budgeting,SUP-00014,11963.61,14983.82,0.252,77.55,Decline,1,12,34.47350450081838,19.475696930225844,20.32,34.11,68.58
PRD-00114,Product 0114,Finance,Revenue Ops,SUP-00121,14814.04,22708.66,0.533,52.99,Growth,1,25,24.01439296450515,14.563866366518958,21.94,41.95,65.96
PRD-00115,Product 0115,Automation,Integration,SUP-00002,1686.82,2343.47,0.389,27.11,Mature,1,33,15.880877389154776,8.078101372447104,13.98,31.45,47.33
PRD-00116,Product 0116,Operations,Logistics,SUP-00126,495.33,740.02,0.494,58.28,Mature,1,30,28.218720806073765,14.86000414479427,24.52,52.74,80.96
PRD-00117,Product 0117,Automation,Scheduling,SUP-00092,9190.15,12680.91,0.38,79.71,Growth,0,43,35.838838451266035,15.0771065137045,29.78,81.15,116.99
PRD-00118,Product 0118,Finance,Planning,SUP-00002,17772.72,27028.14,0.521,46.45,Mature,1,33,23.820851089712612,12.5146865995349,21.66,47.86,71.68
PRD-00119,Product 0119,Security,IAM,SUP-00025,9664.44,15167.88,0.569,80.38,Intro,1,11,35.019683376834756,15.934122135271078,15.92,28.76,63.78
PRD-00120,Product 0120,Finance,Budgeting,SUP-00015,17555.38,24332.61,0.386,47.37,Intro,1,40,24.105043022347196,11.864893591568325,22.61,54.75,78.86
PRD-00121,Product 0121,Operations,Logistics,SUP-00159,12652.55,16986.28,0.343,60.46,Intro,1,41,29.253069560646615,14.210702851189456,27.41,67.39,96.64
PRD-00122,Product 0122,Operations,Maintenance,SUP-00013,5496.31,8225.08,0.496,49.48,Decline,1,29,26.49702301131566,13.578956063534152,22.03,47.64,74.14
PRD-00123,Product 0123,Analytics,Data Modeling,SUP-00146,4406.11,7071.11,0.605,64.66,Intro,1,34,28.175722407413236,15.445679761682229,27.13,59.06,87.24
PRD-00124,Product 0124,Security,Risk Scoring,SUP-00004,10934.52,13750.22,0.258,75.96,Mature,0,15,34.026887859810145,13.021922105826619,15.19,32.2,66.23
PRD-00125,Product 0125,Operations,Logistics,SUP-00084,6035.89,9104.78,0.508,89.72,Intro,1,11,37.16225624162999,16.507016031103277,16.49,30.12,67.28
PRD-00126,Product 0126,Security,Risk Scoring,SUP-00091,4353.88,5144.33,0.182,65.54,Growth,1,39,30.911681909222303,14.643156614352787,27.55,67.74,98.65
PRD-00127,Product 0127,Automation,RPA,SUP-00112,7145.73,11516.97,0.612,35.5,Mature,1,26,18.903115048793914,8.91401470766571,13.69,30.07,48.97
PRD-00128,Product 0128,Security,Compliance,SUP-00073,9623.92,14730.59,0.531,72.75,Mature,1,28,32.11243084550205,15.428336457492774,24.59,54.56,86.67
PRD-00129,Product 0129,Automation,Workflow,SUP-00032,16627.74,26542.83,0.596,56.94,Growth,1,9,31.64038930567629,14.609873405431696,13.2,22.69,54.33
PRD-00130,Product 0130,Finance,Planning,SUP-00044,17205.4,21112.59,0.227,56.57,Mature,1,33,25.697359029440985,13.14287853416953,22.74,51.01,76.71
PRD-00131,Product 0131,Analytics,Forecasting,SUP-00004,13166.55,15832.74,0.202,63.8,Decline,1,15,30.156958924320282,13.54283209320977,15.8,30.88,61.04
PRD-00132,Product 0132,Automation,RPA,SUP-00134,4408.91,6049.96,0.372,71.51,Decline,1,20,34.41140805031207,15.619285851279033,21.04,43.98,78.39
PRD-00133,Product 0133,Analytics,Reporting,SUP-00005,8334.34,10052.12,0.206,54.97,Decline,1,45,29.28393858711671,15.06918328832914,30.45,74.38,103.66
PRD-00134,Product 0134,Automation,Integration,SUP-00099,1833.69,2207.56,0.204,71.88,Decline,1,45,34.68285231958208,16.40770759332557,33.16,85.18,119.86
PRD-00135,Product 0135,Automation,Scheduling,SUP-00091,10300.05,12569.7,0.22,68.88,Growth,1,39,32.22784421454256,14.235219560534992,26.78,68.68,100.91
PRD-00136,Product 0136,Finance,Expense Control,SUP-00048,11558.83,13952.29,0.207,71.89,Growth,1,22,33.34598402055136,15.084610193134527,21.31,45.76,79.11
PRD-00137,Product 0137,Operations,Inventory Control,SUP-00028,7200.87,8806.19,0.223,76.96,Growth,1,16,35.686363536030726,15.04972662519205,18.13,37.16,72.85
PRD-00138,Product 0138,Analytics,Forecasting,SUP-00095,3995.22,5358.79,0.341,24.49,Growth,1,32,15.061640905236525,7.9369938094905255,13.53,29.6,44.66
PRD-00139,Product 0139,Security,Threat Detection,SUP-00115,17771.23,24891.71,0.401,55.32,Decline,1,29,27.20282659659253,14.075135766126554,22.83,49.13,76.33
PRD-00140,Product 0140,Analytics,Reporting,SUP-00076,785.27,962.46,0.226,59.4,Growth,1,9,28.204271325586358,13.385770519893285,12.1,20.56,48.76
PRD-00141,Product 0141,Analytics,Data Modeling,SUP-00113,13186.46,19277.18,0.462,57.77,Growth,1,44,29.11165787808331,13.656588700018723,27.29,69.99,99.1
PRD-00142,Product 0142,Security,Compliance,SUP-00099,12398.63,17947.7,0.448,47.28,Decline,1,45,27.146210316061037,14.150763106422318,28.6,69.32,96.47
PRD-00143,Product 0143,Security,Risk Scoring,SUP-00154,10126.01,13264.92,0.31,50.91,Growth,1,9,25.850526366666422,13.589481222039254,12.28,20.04,45.89
PRD-00144,Product 0144,Analytics,Dashboards,SUP-00045,3428.57,4503.64,0.314,70.86,Growth,1,26,28.742447062318774,16.949644135944883,26.04,50.95,79.69
PRD-00145,Product 0145,Finance,Planning,SUP-00124,15385.4,24821.11,0.613,69.83,Growth,1,12,35.87285665750792,16.382752495056202,17.1,31.45,67.32
PRD-00146,Product 0146,Finance,Planning,SUP-00061,11015.96,14454.16,0.312,62.55,Mature,1,26,32.46360551411032,14.636534952859895,22.48,50.62,83.08
PRD-00147,Product 0147,Finance,Expense Control,SUP-00091,12229.88,19305.31,0.579,44.93,Growth,1,39,21.834492460698723,9.144587674689935,17.2,45.58,67.41
PRD-00148,Product 0148,Finance,Planning,SUP-00078,12782.76,16232.18,0.27,76.61,Growth,1,16,35.30243404660253,13.83160303589187,16.67,35.5,70.8
PRD-00149,Product 0149,Security,Threat Detection,SUP-00056,2231.3,2809.21,0.259,75.39,Growth,1,9,36.466313254544744,15.566192079231673,14.07,25.01,61.48
PRD-00150,Product 0150,Automation,Integration,SUP-00110,8433.77,13144.07,0.559,80.91,Mature,1,9,36.63284838379344,16.9537388958689,15.32,26.31,62.94
PRD-00151,Product 0151,Security,IAM,SUP-00154,14225.57,20585.68,0.447,48.71,Mature,1,9,26.807078846230723,13.093850672160784,11.83,19.87,46.68
PRD-00152,Product 0152,Analytics,Reporting,SUP-00070,7206.64,10931.74,0.517,99.0,Growth,1,37,40.33834312489345,18.825316999193515,34.5,84.25,124.59
PRD-00153,Product 0153,Automation,Integration,SUP-00030,13185.58,18897.96,0.433,65.74,Mature,1,34,29.777820632671762,13.303043804934097,23.37,57.12,86.9
PRD-00154,Product 0154,Automation,RPA,SUP-00072,6811.03,10952.81,0.608,49.12,Growth,0,44,25.051068492951103,13.732881533790549,27.44,64.18,89.23
PRD-00155,Product 0155,Security,Compliance,SUP-00032,14479.39,17270.47,0.193,99.0,Intro,1,9,40.14328989463143,15.792145010311318,14.27,26.31,66.45
PRD-00156,Product 0156,Finance,Planning,SUP-00083,15232.54,18980.99,0.246,74.71,Intro,1,26,31.851881817534498,16.198921290556203,24.88,52.48,84.33
PRD-00157,Product 0157,Operations,Logistics,SUP-00101,15018.65,18455.92,0.229,65.45,Intro,1,19,32.71772524703637,14.621791056353679,19.2,39.92,72.64
PRD-00158,Product 0158,Operations,Logistics,SUP-00076,11782.09,17383.01,0.475,67.5,Growth,1,9,29.59482515459565,15.639195356789351,14.13,23.01,52.6
PRD-00159,Product 0159,Security,IAM,SUP-00158,9115.87,12015.82,0.318,83.8,Mature,1,33,39.46699801533695,21.02944091332944,36.39,79.8,119.27
PRD-00160,Product 0160,Analytics,Forecasting,SUP-00040,15393.86,23492.96,0.526,66.29,Growth,1,43,30.34306854549614,14.872051869513367,29.38,72.87,103.21
PRD-00161,Product 0161,Finance,Budgeting,SUP-00014,6874.03,8486.68,0.235,32.68,Mature,0,12,23.13794005333186,11.205603650089076,11.69,20.95,44.09
PRD-00162,Product 0162,Analytics,Forecasting,SUP-00112,17324.08,22196.53,0.281,61.69,Mature,1,26,30.741244248874146,14.9477557639543,22.96,49.6,80.34
PRD-00163,Product 0163,Operations,Maintenance,SUP-00159,14971.89,18100.12,0.209,77.29,Mature,1,41,35.442890792242665,16.888196386729952,32.58,81.02,116.46
PRD-00164,Product 0164,Analytics,Dashboards,SUP-00009,4894.24,7914.13,0.617,61.19,Decline,1,40,27.634755301260462,13.719270704771272,26.14,62.99,90.62
PRD-00165,Product 0165,Security,Threat Detection,SUP-00063,6810.86,10187.0,0.496,45.25,Growth,1,16,24.794235160107984,13.891491538603901,16.74,29.96,54.75
