product_id,order_month,target_demand,predicted_demand
PRD-00006,2024-10,5.0,18.56445680980667
PRD-00006,2024-11,16.0,14.002685038748803
PRD-00006,2024-12,0.0,13.154948358646166
PRD-00006,2025-01,20.0,17.972118285070444
PRD-00006,2025-02,0.0,15.836549385961808
PRD-00006,2025-03,26.0,18.796143156253343
PRD-00006,2025-04,0.0,16.994324463268637
PRD-00006,2025-05,19.0,15.846867915158766
PRD-00006,2025-06,0.0,15.679599759776256
PRD-00006,2025-07,0.0,15.697027890013203
PRD-00006,2025-08,8.0,13.666307605304644
PRD-00006,2025-09,33.0,14.567138035000573
PRD-00006,2025-10,0.0,16.707579412836697
PRD-00006,2025-11,18.0,14.691663800986127
PRD-00006,2025-12,13.0,17.258990980031218
PRD-00006,2026-01,11.0,16.864998528663417
PRD-00006,2026-02,13.0,16.311453467046025
PRD-00006,2026-03,9.0,21.9892780015575
PRD-00006,2026-04,10.0,21.259351716713713
PRD-00006,2026-05,17.0,17.710600084309547
PRD-00006,2026-06,12.0,20.115683666157008
PRD-00006,2026-07,0.0,19.537774888275493
PRD-00007,2023-04,0.0,8.069696084648236
PRD-00007,2023-05,0.0,7.617091404528441
PRD-00007,2023-06,0.0,7.112536000172675
PRD-00007,2023-07,11.0,7.112536000172675
PRD-00007,2023-08,10.0,8.259374489070161
PRD-00007,2023-09,0.0,9.617816157287233
PRD-00007,2023-10,0.0,9.22137909485727
PRD-00007,2023-11,0.0,9.555863599531659
PRD-00007,2023-12,0.0,9.78664920835574
PRD-00007,2024-01,0.0,7.756016337046994
PRD-00007,2024-02,0.0,7.756016337046994
PRD-00007,2024-03,0.0,7.522629464153782
PRD-00007,2024-04,4.0,7.112536000172675
PRD-00007,2024-05,8.0,7.598595722997864
PRD-00007,2024-06,0.0,8.019535576102498
PRD-00007,2024-07,44.0,8.68974152470555
PRD-00007,2024-08,11.0,16.325958927316286
PRD-00007,2024-09,0.0,12.510812297785165
PRD-00007,2024-10,5.0,10.317914522797482
PRD-00007,2024-11,0.0,12.606299119432727
PRD-00007,2024-12,28.0,11.525657710850444
PRD-00007,2025-01,0.0,23.547401157161886
PRD-00007,2025-02,29.0,18.66298602052656
PRD-00007,2025-03,31.0,15.202145317189826
PRD-00007,2025-04,31.0,19.831334403491777
PRD-00007,2025-05,38.0,24.281038051516
PRD-00007,2025-06,31.0,32.05592781606056
PRD-00007,2025-07,31.0,34.20320489520077
PRD-00007,2025-08,21.0,34.822735760348884
PRD-00007,2025-09,68.0,36.833105045574555
PRD-00007,2025-10,12.0,38.74795971567553
PRD-00007,2025-11,24.0,39.72786791941153
PRD-00007,2025-12,8.0,37.53032465930875
PRD-00007,2026-01,13.0,31.384737089229155
PRD-00007,2026-02,19.0,30.972357502210443
PRD-00007,2026-03,30.0,27.868320501466197
PRD-00007,2026-04,21.0,32.69236630423122
PRD-00007,2026-05,31.0,25.129564006574824
PRD-00007,2026-06,56.0,25.02466475608051
PRD-00007,2026-07,0.0,31.958779227590227
PRD-00008,2023-04,0.0,4.2462499279524835
PRD-00008,2023-05,17.0,5.8146403596367175
PRD-00008,2023-06,0.0,9.47294389259451
PRD-00008,2023-07,8.0,9.063711226521956
PRD-00008,2023-08,3.0,10.19289512255208
PRD-00008,2023-09,0.0,10.968549833951913
PRD-00008,2023-10,54.0,9.67664174514103
PRD-00008,2023-11,0.0,18.21561555251158
PRD-00008,2023-12,17.0,16.943270942464743
PRD-00008,2024-01,0.0,10.815497660230804
PRD-00008,2024-02,38.0,31.37932705023596
PRD-00008,2024-03,37.0,27.41362562325432
PRD-00008,2024-04,18.0,27.821383829596652
PRD-00008,2024-05,43.0,28.60734817069752
PRD-00008,2024-06,21.0,26.538373238442233
PRD-00008,2024-07,53.0,31.478510782926996
PRD-00008,2024-08,18.0,36.746792302007115
PRD-00008,2024-09,42.0,40.19389243718815
PRD-00008,2024-10,62.0,38.1768309398251
PRD-00008,2024-11,19.0,40.96874778490317
PRD-00008,2024-12,52.0,41.61880181355364
PRD-00008,2025-01,30.0,42.18053838566976
PRD-00008,2025-02,44.0,42.0249170326501
PRD-00008,2025-03,63.0,41.852204477655754
PRD-00008,2025-04,65.0,48.43646741476631
PRD-00008,2025-05,27.0,50.135801640482626
PRD-00008,2025-06,72.0,44.84353577489446
PRD-00008,2025-07,87.0,54.345065161183065
PRD-00008,2025-08,37.0,53.76866684219281
PRD-00008,2025-09,67.0,50.63168176344283
PRD-00008,2025-10,78.0,51.104205573046414
PRD-00008,2025-11,61.0,53.21139625661314
PRD-00008,2025-12,32.0,52.51892060961475
PRD-00008,2026-01,40.0,51.57194399215899
PRD-00008,2026-02,90.0,51.52931783902286
PRD-00008,2026-03,57.0,53.1357907042968
PRD-00008,2026-04,66.0,53.056492636725295
PRD-00008,2026-05,66.0,52.82038639761204
PRD-00008,2026-06,55.0,53.28241713154472
PRD-00008,2026-07,7.0,50.95644713144872
PRD-00009,2023-04,2.0,3.9379813736967186
PRD-00009,2023-05,32.0,5.9827978117016825
PRD-00009,2023-06,0.0,9.820018378197222
PRD-00009,2023-07,2.0,11.21389242780168
PRD-00009,2023-08,7.0,11.56746514537314
PRD-00009,2023-09,0.0,13.305877192128989
PRD-00009,2023-10,1.0,9.53829499021848
PRD-00009,2023-11,0.0,12.135700740256702
PRD-00009,2023-12,22.0,10.19050259259269
PRD-00009,2024-01,16.0,9.04221282997272
PRD-00009,2024-02,0.0,11.193171688895378
PRD-00009,2024-03,0.0,12.02720627740688
PRD-00009,2024-04,2.0,12.811956180395837
PRD-00009,2024-05,0.0,10.849145463359578
PRD-00009,2024-06,31.0,8.847239415929524
PRD-00009,2024-07,15.0,13.901545806272704
PRD-00009,2024-08,21.0,15.171239016535983
PRD-00009,2024-09,0.0,14.28589003308893
PRD-00009,2024-10,0.0,15.648557338168434
PRD-00009,2024-11,75.0,21.058017255960266
PRD-00009,2024-12,8.0,21.428921133741895
PRD-00009,2025-01,8.0,23.86384423723512
PRD-00009,2025-02,56.0,20.33190909197961
PRD-00009,2025-03,19.0,36.55911046679023
PRD-00009,2025-04,32.0,27.866541691824846
PRD-00009,2025-05,61.0,34.48854485634406
PRD-00009,2025-06,25.0,40.732457886898835
PRD-00009,2025-07,2.0,35.24945663921746
PRD-00009,2025-08,16.0,33.2014045234567
PRD-00009,2025-09,23.0,34.335070864759
PRD-00009,2025-10,25.0,33.04689716734559
PRD-00009,2025-11,49.0,32.799465318077004
PRD-00009,2025-12,36.0,35.0172562077413
PRD-00009,2026-01,21.0,33.0604008293697
PRD-00009,2026-02,24.0,30.122092820334643
PRD-00009,2026-03,36.0,34.89018880902495
PRD-00009,2026-04,33.0,34.78643983027115
PRD-00009,2026-05,36.0,36.0336001516616
PRD-00009,2026-06,24.0,37.63811391023212
PRD-00009,2026-07,0.0,37.33449639717
PRD-00010,2023-04,0.0,4.19623871299107
PRD-00010,2023-05,0.0,6.174606834812899
PRD-00010,2023-06,0.0,7.112536000172675
PRD-00010,2023-07,0.0,7.112536000172675
PRD-00010,2023-08,0.0,7.112536000172675
PRD-00010,2023-09,6.0,7.112536000172675
PRD-00010,2023-10,9.0,7.423682288100132
PRD-00010,2023-11,20.0,9.23892465809543
PRD-00010,2023-12,9.0,10.874199795213967
PRD-00010,2024-01,7.0,13.898279867086696
PRD-00010,2024-02,13.0,14.317525247052192
PRD-00010,2024-03,8.0,15.035351019902967
PRD-00010,2024-04,14.0,18.04835077312655
PRD-00010,2024-05,45.0,22.00056890672733
PRD-00010,2024-06,43.0,24.64100009236876
PRD-00010,2024-07,56.0,29.158271242434054
PRD-00010,2024-08,34.0,31.208507401887527
PRD-00010,2024-09,15.0,36.28243768461513
PRD-00010,2024-10,42.0,33.98294798710397
PRD-00010,2024-11,47.0,41.067259326099546
PRD-00010,2024-12,7.0,43.69685189133633
PRD-00010,2025-01,47.0,41.27073622392725
PRD-00010,2025-02,42.0,38.56556599415937
PRD-00010,2025-03,29.0,37.5897392578713
PRD-00010,2025-04,86.0,38.251736895547396
PRD-00010,2025-05,44.0,51.976347875179016
PRD-00010,2025-06,0.0,46.09991590702717
PRD-00010,2025-07,48.0,41.33155952556818
PRD-00010,2025-08,21.0,41.77981736707655
PRD-00010,2025-09,13.0,40.1573493913525
PRD-00010,2025-10,28.0,42.10362350523218
PRD-00010,2025-11,34.0,40.3773323631656
PRD-00010,2025-12,22.0,31.306121018267863
PRD-00010,2026-01,28.0,29.376750861123902
PRD-00010,2026-02,22.0,34.7703522239119
PRD-00010,2026-03,79.0,31.772197010032695
PRD-00010,2026-04,58.0,35.43792190543634
PRD-00010,2026-05,34.0,47.1766108202802
PRD-00010,2026-06,16.0,43.39738329939204
PRD-00010,2026-07,4.0,40.997563798451104
PRD-00011,2023-04,0.0,4.672638428117834
PRD-00011,2023-05,3.0,7.653130366040196
PRD-00011,2023-06,5.0,7.1069510307795385
PRD-00011,2023-07,6.0,7.717804503263558
PRD-00011,2023-08,6.0,9.159069885417432
PRD-00011,2023-09,0.0,10.522351373193636
PRD-00011,2023-10,0.0,11.25570432215984
PRD-00011,2023-11,3.0,9.654565067500346
PRD-00011,2023-12,23.0,9.807624977920298
PRD-00011,2024-01,20.0,14.03128139578934
PRD-00011,2024-02,11.0,13.639689739075642
PRD-00011,2024-03,0.0,13.320966061671472
PRD-00011,2024-04,7.0,11.374322881720866
PRD-00011,2024-05,11.0,15.181843094297164
PRD-00011,2024-06,17.0,16.04943049310236
PRD-00011,2024-07,30.0,21.793483801386806
PRD-00011,2024-08,17.0,22.17313204526953
PRD-00011,2024-09,15.0,18.54900897470935
PRD-00011,2024-10,7.0,19.422794598940083
PRD-00011,2024-11,16.0,19.36601134865973
PRD-00011,2024-12,8.0,21.810277426980583
PRD-00011,2025-01,40.0,21.460412491628826
PRD-00011,2025-02,27.0,26.42312132397832
PRD-00011,2025-03,43.0,24.305414648237676
PRD-00011,2025-04,37.0,26.232276815746115
PRD-00011,2025-05,20.0,36.25507156353187
PRD-00011,2025-06,48.0,34.644181790537885
PRD-00011,2025-07,46.0,38.157571602667616
PRD-00011,2025-08,45.0,41.38549361975639
PRD-00011,2025-09,54.0,41.07125279820542
PRD-00011,2025-10,42.0,44.33580029037313
PRD-00011,2025-11,50.0,43.12335245877412
PRD-00011,2025-12,38.0,46.55505465379
PRD-00011,2026-01,62.0,44.44816293542483
PRD-00011,2026-02,60.0,46.495879599391884
PRD-00011,2026-03,14.0,46.88300151778546
PRD-00011,2026-04,21.0,43.91970303182815
PRD-00011,2026-05,53.0,43.22396598627647
PRD-00011,2026-06,21.0,41.31828378005012
PRD-00011,2026-07,1.0,40.11021122637469
PRD-00012,2023-04,17.0,10.731419364058988
PRD-00012,2023-05,2.0,10.83643993247718
PRD-00012,2023-06,0.0,10.546831414955532
PRD-00012,2023-07,0.0,9.952172137383377
PRD-00012,2023-08,8.0,10.621913210342754
PRD-00012,2023-09,0.0,10.63397877205897
PRD-00012,2023-10,13.0,9.552958102061378
PRD-00012,2023-11,0.0,10.5330808004214
PRD-00012,2023-12,0.0,9.225480808267536
PRD-00012,2024-01,1.0,9.155513476004423
PRD-00012,2024-02,17.0,9.855599878553738
PRD-00012,2024-03,0.0,9.531619462203523
PRD-00012,2024-04,1.0,9.381771397272669
PRD-00012,2024-05,15.0,10.487304962839803
PRD-00012,2024-06,4.0,10.495037768942051
PRD-00012,2024-07,0.0,10.54392355051638
PRD-00012,2024-08,10.0,10.696033964098614
PRD-00012,2024-09,27.0,13.145139703173648
PRD-00012,2024-10,23.0,14.376160329769652
PRD-00012,2024-11,9.0,18.069659947770084
PRD-00012,2024-12,0.0,19.62598565694263
PRD-00012,2025-01,16.0,17.086217074997297
PRD-00012,2025-02,0.0,19.393156918347067
PRD-00012,2025-03,29.0,16.634857839869547
PRD-00012,2025-04,24.0,17.089880401161544
PRD-00012,2025-05,45.0,20.954181029866945
PRD-00012,2025-06,16.0,21.247602161840984
PRD-00012,2025-07,0.0,24.35728473508145
PRD-00012,2025-08,7.0,25.802583273349732
PRD-00012,2025-09,24.0,24.974356624895194
PRD-00012,2025-10,10.0,25.291918211831568
PRD-00012,2025-11,4.0,18.830429879290786
PRD-00012,2025-12,24.0,22.063958150251896
PRD-00012,2026-01,27.0,22.445844901306387
PRD-00012,2026-02,59.0,22.850247483772947
PRD-00012,2026-03,20.0,27.257472331607243
PRD-00012,2026-04,32.0,31.25840233736168
PRD-00012,2026-05,32.0,33.718243212481966
PRD-00012,2026-06,12.0,34.447776835956205
PRD-00012,2026-07,0.0,34.725767676374524
PRD-00013,2023-04,0.0,5.764638895286488
PRD-00013,2023-05,0.0,8.06606155791068
PRD-00013,2023-06,0.0,7.4225585332675745
PRD-00013,2023-07,10.0,7.112536000172675
PRD-00013,2023-08,0.0,7.891676156792999
PRD-00013,2023-09,0.0,8.538502061734857
PRD-00013,2023-10,13.0,8.202045149580494
PRD-00013,2023-11,0.0,9.882967041059706
PRD-00013,2023-12,23.0,9.528223707274408
PRD-00013,2024-01,21.0,11.20157602233616
PRD-00013,2024-02,30.0,16.86994152677083
PRD-00013,2024-03,24.0,17.546460420282855
PRD-00013,2024-04,6.0,22.360476299605292
PRD-00013,2024-05,13.0,24.58253040452093
PRD-00013,2024-06,10.0,23.875903794613848
PRD-00013,2024-07,12.0,24.113873408899714
PRD-00013,2024-08,23.0,22.669823669854004
PRD-00013,2024-09,28.0,25.385822689847927
PRD-00013,2024-10,0.0,24.966981459242476
PRD-00013,2024-11,43.0,19.0052525708952
PRD-00013,2024-12,31.0,24.022151760441197
PRD-00013,2025-01,42.0,26.88266358455724
PRD-00013,2025-02,22.0,31.703111723520394
PRD-00013,2025-03,40.0,34.17195961294215
PRD-00013,2025-04,25.0,35.15887670364741
PRD-00013,2025-05,14.0,33.92174844609382
PRD-00013,2025-06,17.0,35.17152263515621
PRD-00013,2025-07,32.0,32.771801927736576
PRD-00013,2025-08,15.0,33.071887719236656
PRD-00013,2025-09,44.0,29.066961425873572
PRD-00013,2025-10,34.0,33.84926345679712
PRD-00013,2025-11,12.0,34.24738192452231
PRD-00013,2025-12,14.0,32.81808655114938
PRD-00013,2026-01,3.0,30.85702317987383
PRD-00013,2026-02,20.0,27.02815586951067
PRD-00013,2026-03,8.0,24.079088316918888
PRD-00013,2026-04,7.0,25.762773248294966
PRD-00013,2026-05,26.0,19.31314714420374
PRD-00013,2026-06,52.0,23.471273648832906
PRD-00013,2026-07,0.0,23.583126142616173
PRD-00014,2023-04,16.0,3.8864738885942565
PRD-00014,2023-05,0.0,7.2712089241301445
PRD-00014,2023-06,2.0,9.280967608085886
PRD-00014,2023-07,0.0,9.43261894103841
PRD-00014,2023-08,16.0,10.141595312943908
PRD-00014,2023-09,0.0,9.142665320420514
PRD-00014,2023-10,5.0,11.554825617086527
PRD-00014,2023-11,7.0,10.5990303347978
PRD-00014,2023-12,0.0,9.648148225338277
PRD-00014,2024-01,13.0,9.829055827725904
PRD-00014,2024-02,17.0,11.443644937135414
PRD-00014,2024-03,22.0,12.703265125161279
PRD-00014,2024-04,18.0,14.454065927062294
PRD-00014,2024-05,15.0,18.294016323204993
PRD-00014,2024-06,46.0,21.130658917140906
PRD-00014,2024-07,29.0,25.549468161457053
PRD-00014,2024-08,14.0,32.57267169735378
PRD-00014,2024-09,33.0,29.96123995792784
PRD-00014,2024-10,0.0,34.63774104033593
PRD-00014,2024-11,21.0,30.355664565800677
PRD-00014,2024-12,43.0,28.315390780547972
PRD-00014,2025-01,42.0,31.6320088300883
PRD-00014,2025-02,16.0,31.787899403211377
PRD-00014,2025-03,129.0,32.00772722083752
PRD-00014,2025-04,45.0,51.25381640584526
PRD-00014,2025-05,110.0,57.92299551191525
PRD-00014,2025-06,12.0,50.7727466013736
PRD-00014,2025-07,30.0,46.342778779707736
PRD-00014,2025-08,28.0,44.09049241560718
PRD-00014,2025-09,39.0,41.42821414013637
PRD-00014,2025-10,56.0,46.30043553420433
PRD-00014,2025-11,29.0,43.09534331730092
PRD-00014,2025-12,73.0,42.33553558404978
PRD-00014,2026-01,20.0,45.79047711140415
PRD-00014,2026-02,62.0,44.1377601396094
PRD-00014,2026-03,51.0,46.71097335703117
PRD-00014,2026-04,15.0,46.33546614196848
PRD-00014,2026-05,37.0,43.005769434894425
PRD-00014,2026-06,51.0,41.50677584408229
PRD-00014,2026-07,13.0,44.541597467157096
PRD-00015,2023-04,0.0,4.160860163740877
PRD-00015,2023-05,21.0,5.466180810506984
PRD-00015,2023-06,0.0,8.533264356377588
PRD-00015,2023-07,0.0,9.196469783176717
PRD-00015,2023-08,4.0,8.555898476055164
PRD-00015,2023-09,0.0,10.388607773126257
PRD-00015,2023-10,31.0,8.568824116651435
PRD-00015,2023-11,0.0,13.171958902341741
PRD-00015,2023-12,29.0,13.756976648056401
PRD-00015,2024-01,3.0,12.00431078996432
PRD-00015,2024-02,0.0,13.141448310604801
PRD-00015,2024-03,14.0,14.451449259109104
PRD-00015,2024-04,0.0,16.914062945293157
PRD-00015,2024-05,0.0,13.131834554726105
PRD-00015,2024-06,33.0,10.43542588115943
PRD-00015,2024-07,0.0,13.721234616274259
PRD-00015,2024-08,7.0,12.93905325236248
PRD-00015,2024-09,40.0,15.352986852704012
PRD-00015,2024-10,35.0,19.54548511251096
PRD-00015,2024-11,59.0,22.84886107372956
PRD-00015,2024-12,59.0,29.745537279033314
