customer_id,cluster_id,persona,pca_x,pca_y,annual_revenue,customer_activity_score
CUS-000093,3,Active Growth SMB,-0.4733705266813715,0.011977956427177618,20128078,36.707
CUS-000094,0,Stable Mid-Market,-1.2428896904603657,1.0968365355256904,13958868,22.375
CUS-000095,3,Active Growth SMB,-0.28026178198657586,0.6149506828733002,11569606,39.3225
CUS-000096,3,Active Growth SMB,-0.28517853863774206,0.43261002367992796,20540868,42.456
CUS-000097,0,Stable Mid-Market,-0.672448486180044,2.590858868187359,23534359,36.5275
CUS-000098,1,Enterprise Champions,1.8937120929399371,-0.3711541599286517,681037173,56.314
CUS-000099,3,Active Growth SMB,0.11782515316075182,0.22443857772706924,55152895,38.99
CUS-000100,0,Stable Mid-Market,-1.3766511047139502,2.1265085462867335,2760144,15.362500000000002
CUS-000101,2,Stable Mid-Market (Group 3),-1.2289194878437053,-1.029512584047063,2895890,30.835
CUS-000102,2,Stable Mid-Market (Group 3),-0.6896572033902456,-0.40770067927282505,11848279,35.315
CUS-000103,1,Enterprise Champions,3.176667500911994,-0.023815369555912336,696944833,66.30250000000001
CUS-000104,0,Stable Mid-Market,-1.1149143445372278,1.1930998242450512,396855,29.622
CUS-000105,2,Stable Mid-Market (Group 3),-1.4916127716559207,-0.6753668338047292,4529235,21.852
CUS-000106,2,Stable Mid-Market (Group 3),-1.0393715352551662,-0.08822632310212697,3203328,35.468500000000006
CUS-000107,3,Active Growth SMB,0.11920330188815244,-0.23223775374406783,17554942,52.05500000000001
CUS-000108,2,Stable Mid-Market (Group 3),-1.0008989907341128,-1.1271250257583616,29439780,32.7255
CUS-000109,1,Enterprise Champions,1.9257714514218336,0.3793827774608184,234831690,70.4455
CUS-000110,2,Stable Mid-Market (Group 3),-1.2116941829815757,-1.4909964358652839,676432,34.9805
CUS-000111,2,Stable Mid-Market (Group 3),-0.7190067600698155,-0.5030549328834188,12957948,39.603
CUS-000112,1,Enterprise Champions,1.4295572594075678,0.19236202685340356,287552475,45.1245
CUS-000113,3,Active Growth SMB,0.5941408077715536,0.7081540257786737,18811521,62.4215
CUS-000114,3,Active Growth SMB,-0.3302659174083811,-0.6351797287840055,14465532,53.7855
CUS-000115,1,Enterprise Champions,4.268196366197129,-0.2868983792675242,685470630,87.03
CUS-000116,0,Stable Mid-Market,-1.3376746824753347,0.5173735011841565,1443326,22.6685
CUS-000117,2,Stable Mid-Market (Group 3),-1.0182502570623948,-0.048332735223675434,2547889,33.7705
CUS-000118,3,Active Growth SMB,-0.3245702970442371,0.853368135308715,3609356,43.9735
CUS-000119,2,Stable Mid-Market (Group 3),-0.7322679903273438,-0.07880131710269042,20851832,33.3055
CUS-000120,3,Active Growth SMB,-0.6487813145617211,0.3997492424311997,24114225,39.887
CUS-000121,3,Active Growth SMB,-0.17303081349260363,0.956877330573566,3667955,46.168
CUS-000122,3,Active Growth SMB,0.7189717437885305,0.24783460184282546,19607319,64.2655
CUS-000123,1,Enterprise Champions,2.5098460215469056,0.7113999590727514,239620340,69.9925
CUS-000124,0,Stable Mid-Market,-0.837880523149878,0.8486940160665747,20088512,37.3175
CUS-000125,1,Enterprise Champions,3.7599492047439034,-0.667791937733933,787479313,83.78299999999999
CUS-000126,3,Active Growth SMB,-0.701698086586096,0.12978878751815043,21265763,38.5275
CUS-000127,0,Stable Mid-Market,-0.6679684276857071,0.7318960541686265,15417771,34.292500000000004
CUS-000128,3,Active Growth SMB,1.2753834889847346,0.058794562694618246,336033453,52.79050000000001
CUS-000129,1,Enterprise Champions,4.511798832738649,-0.3454087694060568,870617538,81.2285
CUS-000130,2,Stable Mid-Market (Group 3),-1.2832635140359523,-0.11098745458459848,9932325,23.977
CUS-000131,1,Enterprise Champions,2.4247250452864195,-0.06084678663470625,639900958,62.2115
CUS-000132,0,Stable Mid-Market,-1.7212267624645672,0.8612321833663935,2502476,11.8835
CUS-000133,0,Stable Mid-Market,-1.058458041222461,0.3744215204420678,22083653,28.579
CUS-000134,3,Active Growth SMB,-0.38164777732644417,0.17922196300861915,11058005,39.676
CUS-000135,2,Stable Mid-Market (Group 3),-0.5460030113872992,-0.8471711150027668,5739055,49.1305
CUS-000136,1,Enterprise Champions,1.6644574154254819,-0.38282083213537854,308723515,61.482000000000006
CUS-000137,2,Stable Mid-Market (Group 3),-1.1174349154651466,-0.4435681328138818,2584973,34.368
CUS-000138,2,Stable Mid-Market (Group 3),-1.3479068688658413,-0.1153793775433763,19408468,22.644
CUS-000139,2,Stable Mid-Market (Group 3),-1.2330333703768337,-0.07588328876353236,2766294,28.8795
CUS-000140,3,Active Growth SMB,0.8894000691760838,0.490936698916993,336425352,48.81399999999999
CUS-000141,3,Active Growth SMB,-0.13091326221811084,0.2766583307503532,15080913,50.532
CUS-000142,2,Stable Mid-Market (Group 3),-0.9795506733268136,-1.2811089628542895,7306505,35.607
CUS-000143,2,Stable Mid-Market (Group 3),-1.990070123051374,-1.34793747514349,2309756,12.3815
CUS-000144,0,Stable Mid-Market,0.27824124407894046,2.1600283065998087,13522728,53.2655
CUS-000145,0,Stable Mid-Market,-0.5648065285301423,1.371416278769143,11371519,34.014
CUS-000146,3,Active Growth SMB,0.822824243122667,-0.14281262402034361,111757219,49.6575
CUS-000147,2,Stable Mid-Market (Group 3),-0.8541017940676737,-0.8088036782927317,17301560,39.58749999999999
CUS-000148,3,Active Growth SMB,0.2668110696262119,0.048083067576327604,19207161,58.075
CUS-000149,3,Active Growth SMB,-0.5137416664718548,0.5724062813823542,16327022,39.4035
CUS-000150,1,Enterprise Champions,2.167318023402817,-0.3702845737211763,522975622,59.682500000000005
CUS-000151,0,Stable Mid-Market,-1.2378137694205877,1.112617189324208,1732659,23.2035
CUS-000152,0,Stable Mid-Market,-1.5999897459478933,1.2346363362954,579323,15.733500000000005
CUS-000153,3,Active Growth SMB,1.2316962570895518,0.1741630816228266,190149416,56.956
CUS-000154,0,Stable Mid-Market,-1.536762325488774,1.0176379158562936,8051287,14.742
CUS-000155,1,Enterprise Champions,4.502937518530838,-0.07442031020055513,895135291,80.1365
CUS-000156,2,Stable Mid-Market (Group 3),-1.219794941485925,-0.37349735993049926,21712280,21.599
CUS-000157,0,Stable Mid-Market,-0.9086008899662312,0.33698809080234804,9064006,25.2525
CUS-000158,3,Active Growth SMB,-0.04820219386328645,-0.042881313817297206,4687297,55.3
CUS-000159,2,Stable Mid-Market (Group 3),-1.1556481231961755,0.15945955834330944,1632280,32.712999999999994
CUS-000160,2,Stable Mid-Market (Group 3),-1.516676709385865,-0.8309901110765127,994256,23.544500000000003
CUS-000161,1,Enterprise Champions,3.068415480984691,-0.4387600722920994,936728163,55.464
CUS-000162,2,Stable Mid-Market (Group 3),-1.7095054857573553,-1.2049842058146245,2610050,18.659
CUS-000163,3,Active Growth SMB,1.0066270402460882,-0.46196046193285073,88535259,53.56
CUS-000164,1,Enterprise Champions,2.465243078023304,0.6563291609923908,482168189,54.7985
CUS-000165,3,Active Growth SMB,-0.6929540188629103,-0.10414564087309369,4986271,40.8365
CUS-000166,3,Active Growth SMB,0.11397506434455866,-0.4994550932428316,15825470,60.802
CUS-000167,0,Stable Mid-Market,-0.8894314704809664,0.338671502732907,3526836,37.136
CUS-000168,2,Stable Mid-Market (Group 3),-1.9241183796577692,-1.5998738819428775,1628540,14.608000000000002
CUS-000169,3,Active Growth SMB,-0.11922991645326089,-0.7438144468776265,23941012,51.9605
CUS-000170,0,Stable Mid-Market,-1.239989737424262,1.119144392601585,4508848,22.948
CUS-000171,0,Stable Mid-Market,-1.1398511724903084,1.5139424153482943,12675603,15.442
CUS-000172,2,Stable Mid-Market (Group 3),-1.3036741126810218,-0.7509976736885107,21041307,26.4555
CUS-000173,3,Active Growth SMB,0.7446959572905708,0.21273754703432965,382961088,38.398
CUS-000174,0,Stable Mid-Market,-0.9514124424974327,1.6945247380551847,3671254,30.7405
CUS-000175,3,Active Growth SMB,0.7935981131794511,0.037085613183903604,239293653,49.165
CUS-000176,3,Active Growth SMB,0.6685298750385896,-0.115979872721352,384267096,39.5305
CUS-000177,2,Stable Mid-Market (Group 3),-0.9184793368547424,-0.4342453188999418,16027805,32.543
CUS-000178,2,Stable Mid-Market (Group 3),-1.607895801064535,0.2467168366300058,911124,12.6115
CUS-000179,2,Stable Mid-Market (Group 3),-1.2717392801714853,-0.17449139779979342,2585312,24.024
CUS-000180,2,Stable Mid-Market (Group 3),-1.6171727568182441,0.2551659262388878,4679684,19.1625
CUS-000181,2,Stable Mid-Market (Group 3),-1.0255169787927465,-1.0996903305525734,4062864,38.8685
CUS-000182,2,Stable Mid-Market (Group 3),-1.320739340182308,-1.1224839896070322,730833,29.4325
CUS-000183,3,Active Growth SMB,0.11797688983983694,-0.13950079117903902,19891949,53.154500000000006
CUS-000184,0,Stable Mid-Market,-0.2157450970233426,1.3878716970704008,15535055,38.529
CUS-000185,2,Stable Mid-Market (Group 3),-0.677012149115075,-1.745375697884814,3593993,49.7985
CUS-000186,2,Stable Mid-Market (Group 3),-0.8474520872268669,-0.7736272136004773,20694053,38.601
CUS-000187,0,Stable Mid-Market,-0.6898787575692991,0.9215540966232358,13884629,34.218
CUS-000188,1,Enterprise Champions,3.5204532113955134,-0.14240010121513172,420647312,82.143
CUS-000189,2,Stable Mid-Market (Group 3),-1.549318382572697,-0.9105830778655094,4842604,21.9235
CUS-000190,1,Enterprise Champions,1.7751160742990428,-0.8515450430811268,659929736,53.5775
CUS-000191,2,Stable Mid-Market (Group 3),-1.8424852122268465,-0.5275193661937214,1271938,15.026500000000002
CUS-000192,3,Active Growth SMB,0.022502726247844874,-0.46270363798835734,36220394,41.4585
CUS-000193,3,Active Growth SMB,-0.1235327784896598,0.08392014664846134,208100727,26.7145
CUS-000194,2,Stable Mid-Market (Group 3),-1.1264803884233143,-1.908032639383191,502782,39.047
CUS-000195,0,Stable Mid-Market,-0.045102294786713126,0.8651698100115532,205928087,32.177
CUS-000196,1,Enterprise Champions,2.978614064817548,-0.8337597032829737,949376100,63.644000000000005
CUS-000197,3,Active Growth SMB,-0.19582736456661803,1.0067853668755076,12649296,47.725
CUS-000198,2,Stable Mid-Market (Group 3),-1.1934956038050195,0.021371959040091298,4029440,28.4685
CUS-000199,1,Enterprise Champions,1.9425799772386234,0.35955804437303607,278937831,64.8225
CUS-000200,3,Active Growth SMB,0.08754711482042589,0.10540645700488302,7232016,50.0265
CUS-000201,0,Stable Mid-Market,-0.7997040379824597,0.8626535299058838,3335229,40.8735
CUS-000202,2,Stable Mid-Market (Group 3),-1.8954191301843915,-2.70959624082316,2356468,19.207500000000003
CUS-000203,3,Active Growth SMB,-0.08430183630924254,0.8753204052422898,14516793,48.4495
CUS-000204,3,Active Growth SMB,1.0162049051066182,0.11255294383660623,462047319,46.5845
CUS-000205,1,Enterprise Champions,2.4160266621777855,0.530371818635442,938615174,49.55500000000001
CUS-000206,3,Active Growth SMB,0.0819612047211867,0.22962299258036817,206390029,35.528000000000006
CUS-000207,3,Active Growth SMB,0.2053693986540886,0.24914159552756562,210619872,45.683
CUS-000208,3,Active Growth SMB,-0.19496325354166644,0.7293081651909132,22933448,40.1695
CUS-000209,3,Active Growth SMB,1.718975268026232,0.7683322716165939,134505329,62.359
CUS-000210,0,Stable Mid-Market,-0.6028716693249917,1.7035070013850186,24140825,32.156
CUS-000211,2,Stable Mid-Market (Group 3),-1.6150469747714484,0.19313575743791234,3525593,14.795
CUS-000212,2,Stable Mid-Market (Group 3),-0.8718675373654075,-0.31590169860958284,15256474,28.467
CUS-000213,3,Active Growth SMB,-0.020162038209927593,-0.3646630126087739,130111657,40.6245
CUS-000214,2,Stable Mid-Market (Group 3),-1.4012872653870834,-0.16906212754775715,4149482,22.296
CUS-000215,2,Stable Mid-Market (Group 3),-1.1918286713548425,0.05866108335113037,1994328,31.928
CUS-000216,2,Stable Mid-Market (Group 3),-1.4143586657667702,-0.3374148549697224,4487364,23.5725
CUS-000217,3,Active Growth SMB,0.24017947069961978,0.20384594387998714,219215634,42.826
CUS-000218,3,Active Growth SMB,0.8749570594936962,-0.6054658517617905,380254556,50.293
CUS-000219,2,Stable Mid-Market (Group 3),-1.036318834510059,-1.1162101991841022,3674481,37.257000000000005
CUS-000220,0,Stable Mid-Market,-1.1689725692896118,0.7316597718506347,22035587,28.1665
CUS-000221,2,Stable Mid-Market (Group 3),-0.9096337683452937,-0.847211434360369,19853265,38.029
CUS-000222,2,Stable Mid-Market (Group 3),-1.3485701823012939,-0.4563264285857474,11190598,24.556
CUS-000223,0,Stable Mid-Market,-0.0014898153158709993,1.6535388725156726,22308401,42.359
CUS-000224,2,Stable Mid-Market (Group 3),-1.5125045133539514,-0.16063025087190005,3620961,16.142
CUS-000225,2,Stable Mid-Market (Group 3),-0.667956040755633,-0.9224076268676719,4813457,43.7655
CUS-000226,2,Stable Mid-Market (Group 3),-1.3704024076524823,-1.0643186934428484,1495581,28.449
CUS-000227,1,Enterprise Champions,1.7266621120587293,-0.28700097871371544,438305172,51.9605
CUS-000228,3,Active Growth SMB,-0.257548310246084,-0.3532269025579622,7561212,47.1495
CUS-000229,0,Stable Mid-Market,-0.9450715315045345,1.4652021744627428,7953959,31.442500000000003
CUS-000230,1,Enterprise Champions,4.660316269357271,0.39964604977028595,820800661,70.639
CUS-000231,1,Enterprise Champions,2.7692043727339457,-1.1587488391266476,766309409,66.8395
CUS-000232,3,Active Growth SMB,-0.5883333831308893,0.13355684219263997,7547270,37.88850000000001
CUS-000233,2,Stable Mid-Market (Group 3),-1.3969015352523146,-1.0629951819828891,3920970,29.634500000000003
CUS-000234,0,Stable Mid-Market,-0.37103400047229185,2.702392532799512,19569524,42.7445
CUS-000235,0,Stable Mid-Market,-1.3566620108079501,0.9230261983234159,3131773,24.902500000000003
CUS-000236,2,Stable Mid-Market (Group 3),-0.9436008679713649,-0.5529132079189597,663630,39.744
CUS-000237,2,Stable Mid-Market (Group 3),-0.5745080735689183,-0.6251323221490772,5673847,42.142500000000005
CUS-000238,2,Stable Mid-Market (Group 3),-1.986044723745356,-1.7951893387931221,2952904,13.079500000000005
CUS-000239,1,Enterprise Champions,1.7186555963711858,0.5296787295107803,575865612,49.9785
CUS-000240,1,Enterprise Champions,1.7435650675818584,-1.2264690944622993,549029883,58.9585
CUS-000241,0,Stable Mid-Market,-0.6914205075167982,0.6310088049794895,303506,37.8005
CUS-000242,0,Stable Mid-Market,-1.707992135773496,3.64256785382474,3595603,5.204000000000001
CUS-000243,1,Enterprise Champions,2.901176322823961,-0.9307645419355409,962812169,55.0795
CUS-000244,2,Stable Mid-Market (Group 3),-1.5995969786094146,-1.7703523549376907,21285008,22.775
CUS-000245,0,Stable Mid-Market,-0.8823269429152668,0.6120075269907262,17712218,30.1225
CUS-000246,2,Stable Mid-Market (Group 3),-1.6575372789774974,-1.3321606086503301,453925,22.447000000000003
CUS-000247,2,Stable Mid-Market (Group 3),-0.5308681989655609,-0.6499001973740355,22593092,43.337
CUS-000248,0,Stable Mid-Market,-0.6015375633075408,0.5690061527255801,12659709,35.8695
CUS-000249,2,Stable Mid-Market (Group 3),-1.4209377701668247,-2.2484948258527626,18609840,30.4725
CUS-000250,2,Stable Mid-Market (Group 3),-1.149680434390403,-0.8579888622243882,14387729,28.607000000000003
CUS-000251,3,Active Growth SMB,-0.5995332672606409,0.2620048470298183,17894821,36.164
CUS-000252,2,Stable Mid-Market (Group 3),-1.829810919398472,-1.3267667855044474,2067865,16.8755
CUS-000253,0,Stable Mid-Market,0.1259003689195096,1.6427153196935058,24617910,54.6565
CUS-000254,1,Enterprise Champions,2.3574734258617482,-0.34027336178293793,409931717,71.1815
CUS-000255,1,Enterprise Champions,1.5450609225854135,-0.0922302140071548,340571470,53.227
CUS-000256,0,Stable Mid-Market,-1.2552077486379807,0.837123269909495,3054705,19.444000000000003
CUS-000257,2,Stable Mid-Market (Group 3),-1.0751036964218503,-0.8069987067924866,1726907,37.53699999999999
CUS-000258,1,Enterprise Champions,2.1438689536659368,-0.2896820299705308,329730020,69.68100000000001
CUS-000259,1,Enterprise Champions,3.846966791383851,-0.45709617995735424,662167449,81.01450000000001
CUS-000260,3,Active Growth SMB,-0.2648492572641799,-0.9440702310153659,2852514,54.5085
CUS-000261,0,Stable Mid-Market,-0.09334665979420473,1.0709969053875716,101411264,29.877
CUS-000262,2,Stable Mid-Market (Group 3),-0.9432586250325293,-1.9513124070018846,3663621,44.17400000000001
CUS-000263,0,Stable Mid-Market,-0.024514970142306775,2.7723202986672586,16878497,41.322500000000005
CUS-000264,3,Active Growth SMB,0.6279089966539724,0.5283516733203192,74782151,53.4125
CUS-000265,2,Stable Mid-Market (Group 3),-1.2137753594440943,0.06827841191868285,283436,26.817500000000003
CUS-000266,1,Enterprise Champions,3.4758461670335103,-0.08930099033853892,766927675,67.798
CUS-000267,3,Active Growth SMB,-0.15979463353655401,0.3194425179826955,6073783,51.2825
CUS-000268,1,Enterprise Champions,2.0508546309020304,-0.341366140208493,531896023,54.692
CUS-000269,1,Enterprise Champions,2.1343066977436713,-0.45185132447821946,566450279,58.2725
CUS-000270,1,Enterprise Champions,2.121129550563397,-0.8826551470623529,719265941,62.918
CUS-000271,3,Active Growth SMB,0.7206978126363477,-0.22110949109071582,263886689,51.382
CUS-000272,1,Enterprise Champions,2.6928322922365617,-0.0030086335454754596,296164859,79.8725
CUS-000273,0,Stable Mid-Market,0.8983618359052672,1.0670067006683988,541147878,41.0855
CUS-000274,2,Stable Mid-Market (Group 3),-0.9830144170924576,-0.6851801777320291,4866603,37.906
CUS-000275,0,Stable Mid-Market,-0.3380904298921004,0.895537172230347,14410218,42.7115
CUS-000276,2,Stable Mid-Market (Group 3),-1.5333462773044473,-0.6516153071478105,23905067,21.0635
CUS-000277,0,Stable Mid-Market,-1.3608363929311116,0.3732193951845711,6705583,21.0055
CUS-000278,3,Active Growth SMB,-0.286222957823743,-0.6432829866480219,6052690,50.252
CUS-000279,0,Stable Mid-Market,-1.675442016197284,1.5509748070118923,1986151,10.853000000000002
CUS-000280,3,Active Growth SMB,-0.43354909946226694,-0.594654152385043,1363761,51.5055
CUS-000281,3,Active Growth SMB,0.5448576340572094,-0.15620044189545554,68278734,49.880500000000005
CUS-000282,3,Active Growth SMB,0.3746373885159555,-0.06610073819426664,290442438,39.913
CUS-000283,1,Enterprise Champions,1.8212340136569969,-0.16511768233549134,426629483,54.347
CUS-000284,0,Stable Mid-Market,-0.24515576367442743,1.1495252327923138,99910903,32.5775
CUS-000285,3,Active Growth SMB,-0.286457886847573,0.47891109832347767,22533051,43.285
CUS-000286,2,Stable Mid-Market (Group 3),-1.161454546565352,-1.7374879282752003,3415225,36.543000000000006
CUS-000287,3,Active Growth SMB,0.6180408052035504,-0.46971837296785357,222144379,47.0945
CUS-000288,3,Active Growth SMB,-0.6796507126263116,-0.1789409963449917,15525140,38.8185
CUS-000289,3,Active Growth SMB,0.2591189077014715,-0.6155460369067924,6610096,61.6185
